time,CH0_raw,CH1_raw,CH2_raw
0.323,32789.049593555275,32767.65068007139,32780.8976265138
0.324,32787.011601794904,32768.669675951576,32783.95461415435
0.325,32789.049593555275,32768.669675951576,32784.97361003453
0.326,32785.99260591472,32767.65068007139,32785.99260591472
0.327,32785.99260591472,32768.669675951576,32781.91662239398
0.328,32787.011601794904,32767.65068007139,32780.8976265138
0.329,32788.03059767509,32767.65068007139,32781.91662239398
0.33,32787.011601794904,32770.70766771195,32781.91662239398
0.331,32788.03059767509,32767.65068007139,32783.95461415435
0.332,32790.06858943546,32768.669675951576,32782.93561827417
0.333,32789.049593555275,32766.631684191205,32781.91662239398
0.334,32789.049593555275,32766.631684191205,32782.93561827417
0.335,32789.049593555275,32766.631684191205,32783.95461415435
0.336,32789.049593555275,32766.631684191205,32779.87863063361
0.337,32788.03059767509,32767.65068007139,32780.8976265138
0.338,32789.049593555275,32768.669675951576,32780.8976265138
0.339,32788.03059767509,32768.669675951576,32783.95461415435
0.34,32790.06858943546,32770.70766771195,32781.91662239398
0.341,32789.049593555275,32768.669675951576,32781.91662239398
0.342,32787.011601794904,32767.65068007139,32782.93561827417
0.343,32790.06858943546,32766.631684191205,32780.8976265138
0.344,32789.049593555275,32766.631684191205,32781.91662239398
0.345,32789.049593555275,32766.631684191205,32779.87863063361
0.346,32789.049593555275,32768.669675951576,32780.8976265138
0.347,32789.049593555275,32767.65068007139,32783.95461415435
0.348,32790.06858943546,32765.61268831102,32781.91662239398
0.349,32789.049593555275,32769.68867183176,32782.93561827417
0.35,32789.049593555275,32765.61268831102,32782.93561827417
0.351,32791.08758531565,32767.65068007139,32780.8976265138
0.352,32789.049593555275,32768.669675951576,32780.8976265138
0.353,32785.99260591472,32766.631684191205,32781.91662239398
0.354,32788.03059767509,32769.68867183176,32781.91662239398
0.355,32788.03059767509,32769.68867183176,32781.91662239398
0.356,32789.049593555275,32766.631684191205,32780.8976265138
0.357,32790.06858943546,32767.65068007139,32781.91662239398
0.358,32789.049593555275,32768.669675951576,32779.87863063361
0.359,32788.03059767509,32767.65068007139,32782.93561827417
0.36,32789.049593555275,32766.631684191205,32781.91662239398
0.361,32789.049593555275,32767.65068007139,32781.91662239398
0.362,32788.03059767509,32765.61268831102,32780.8976265138
0.363,32788.03059767509,32769.68867183176,32781.91662239398
0.364,32787.011601794904,32767.65068007139,32780.8976265138
0.365,32787.011601794904,32768.669675951576,32780.8976265138
0.366,32790.06858943546,32767.65068007139,32778.859634753426
0.367,32789.049593555275,32767.65068007139,32781.91662239398
0.368,32790.06858943546,32767.65068007139,32783.95461415435
0.369,32788.03059767509,32771.72666359213,32784.97361003453
0.37,32789.049593555275,32770.70766771195,32780.8976265138
0.371,32789.049593555275,32767.65068007139,32781.91662239398
0.372,32789.049593555275,32767.65068007139,32784.97361003453
0.373,32789.049593555275,32767.65068007139,32784.97361003453
0.374,32789.049593555275,32764.593692430833,32781.91662239398
0.375,32789.049593555275,32766.631684191205,32779.87863063361
0.376,32788.03059767509,32766.631684191205,32780.8976265138
0.377,32789.049593555275,32766.631684191205,32781.91662239398
0.378,32789.049593555275,32765.61268831102,32783.95461415435
0.379,32789.049593555275,32765.61268831102,32780.8976265138
0.38,32789.049593555275,32766.631684191205,32783.95461415435
0.381,32789.049593555275,32767.65068007139,32782.93561827417
0.382,32790.06858943546,32767.65068007139,32780.8976265138
0.383,32789.049593555275,32767.65068007139,32780.8976265138
0.384,32788.03059767509,32767.65068007139,32782.93561827417
0.385,32789.049593555275,32766.631684191205,32782.93561827417
0.386,32787.011601794904,32767.65068007139,32777.84063887324
0.387,32790.06858943546,32765.61268831102,32780.8976265138
0.388,32791.08758531565,32770.70766771195,32782.93561827417
0.389,32792.10658119583,32766.631684191205,32781.91662239398
0.39,32788.03059767509,32766.631684191205,32778.859634753426
0.391,32788.03059767509,32766.631684191205,32784.97361003453
0.392,32789.049593555275,32768.669675951576,32781.91662239398
0.393,32788.03059767509,32768.669675951576,32779.87863063361
0.394,32788.03059767509,32767.65068007139,32779.87863063361
0.395,32788.03059767509,32765.61268831102,32780.8976265138
0.396,32788.03059767509,32767.65068007139,32785.99260591472
0.397,32788.03059767509,32767.65068007139,32781.91662239398
0.398,32788.03059767509,32769.68867183176,32779.87863063361
0.399,32788.03059767509,32767.65068007139,32781.91662239398
0.4,32789.049593555275,32767.65068007139,32782.93561827417
0.401,32788.03059767509,32766.631684191205,32785.99260591472
0.402,32788.03059767509,32768.669675951576,32781.91662239398
0.403,32790.06858943546,32767.65068007139,32781.91662239398
0.404,32791.08758531565,32767.65068007139,32782.93561827417
0.405,32790.06858943546,32767.65068007139,32784.97361003453
0.406,32787.011601794904,32767.65068007139,32782.93561827417
0.407,32789.049593555275,32769.68867183176,32783.95461415435
0.408,32785.99260591472,32767.65068007139,32783.95461415435
0.409,32787.011601794904,32766.631684191205,32787.011601794904
0.41,32788.03059767509,32768.669675951576,32782.93561827417
0.411,32788.03059767509,32767.65068007139,32782.93561827417
0.412,32789.049593555275,32767.65068007139,32782.93561827417
0.413,32788.03059767509,32767.65068007139,32781.91662239398
0.414,32788.03059767509,32767.65068007139,32782.93561827417
0.415,32789.049593555275,32766.631684191205,32781.91662239398
0.416,32789.049593555275,32769.68867183176,32782.93561827417
0.417,32789.049593555275,32768.669675951576,32783.95461415435
0.418,32788.03059767509,32769.68867183176,32782.93561827417
0.419,32789.049593555275,32767.65068007139,32782.93561827417
0.42,32790.06858943546,32767.65068007139,32782.93561827417
0.421,32787.011601794904,32765.61268831102,32781.91662239398
0.422,32788.03059767509,32767.65068007139,32780.8976265138
0.423,32788.03059767509,32766.631684191205,32782.93561827417
0.424,32788.03059767509,32767.65068007139,32783.95461415435
0.425,32789.049593555275,32766.631684191205,32784.97361003453
0.426,32787.011601794904,32767.65068007139,32778.859634753426
