Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.1150,1.50,2.75,6.11,0.26,0.49,0.16,-0.08,1.48,0.78,0.44,0.11,0.22
0.1160,2.75,2.59,6.11,0.31,0.30,0.02,-0.70,1.01,0.16,0.44,0.05,0.25
0.1170,2.90,2.43,6.42,0.26,0.24,-0.15,-0.39,0.86,0.78,0.30,0.08,0.25
0.1180,2.75,2.12,5.18,0.12,0.05,-0.10,-0.85,0.55,0.47,0.44,0.11,0.27
0.1190,1.97,2.59,6.42,0.31,0.49,0.23,-0.39,0.55,2.03,0.40,0.05,0.15
0.1200,1.97,2.12,4.56,0.08,0.24,-0.03,-0.39,0.86,2.03,0.35,0.08,0.27
0.1210,0.88,1.81,5.18,0.12,0.33,0.04,-0.08,1.01,2.96,0.44,0.05,0.20
0.1220,1.35,1.81,4.25,0.17,0.33,-0.05,0.08,1.48,1.72,0.40,0.11,0.18
0.1230,1.19,2.12,4.56,0.26,0.30,0.02,-0.39,1.64,1.40,0.35,0.14,0.25
0.1240,2.12,1.97,5.18,0.17,0.18,0.06,-0.54,1.48,1.09,0.30,0.08,0.25
0.1250,2.43,2.43,6.73,0.45,0.58,0.27,-0.70,1.17,1.09,0.35,0.11,0.27
0.1260,1.97,2.28,6.11,0.17,0.30,0.04,0.08,0.86,1.09,0.44,0.05,0.18
0.1270,2.59,2.43,7.05,0.36,0.52,0.16,0.24,0.86,1.40,0.35,0.08,0.20
0.1280,1.66,1.97,4.87,0.03,0.18,-0.10,0.39,0.55,1.72,0.49,0.08,0.15
0.1290,1.50,1.81,5.49,0.17,0.36,0.11,-0.08,0.70,1.40,0.54,0.05,0.18
0.1300,1.35,2.43,5.49,0.17,0.33,-0.05,-0.23,0.70,1.72,0.30,0.08,0.25
0.1310,1.50,1.97,6.11,0.26,0.49,0.20,-0.23,1.48,0.78,0.44,0.02,0.22
0.1320,2.12,1.97,5.49,0.26,0.18,0.06,0.08,1.64,0.78,0.35,0.02,0.18
0.1330,2.59,1.81,6.73,0.40,0.61,0.13,-0.39,1.95,0.78,0.35,0.02,0.29
0.1340,2.12,1.66,5.80,0.45,0.42,0.16,-0.08,1.48,1.40,0.30,0.05,0.25
0.1350,1.66,2.12,5.49,0.31,0.24,0.06,0.08,1.48,1.72,0.35,0.08,0.27
0.1360,1.50,2.12,6.73,0.22,0.33,0.13,0.08,1.01,2.03,0.40,0.02,0.20
0.1370,1.81,2.28,5.49,-0.02,0.18,-0.08,0.39,0.55,1.72,0.44,-0.02,0.15
0.1380,1.81,2.28,5.18,0.17,0.39,0.09,-0.08,0.39,0.78,0.49,0.02,0.18
0.1390,1.81,2.12,4.25,0.17,0.11,-0.15,0.24,0.24,1.72,0.44,0.05,0.18
0.1400,2.12,2.43,5.18,0.22,0.39,0.04,-0.08,0.86,1.72,0.40,0.08,0.18
0.1410,2.28,2.12,5.18,0.22,0.24,-0.03,-0.23,1.32,1.09,0.40,0.08,0.20
0.1420,2.43,2.43,4.87,0.22,0.27,-0.01,-0.39,1.48,1.09,0.44,0.08,0.18
0.1430,1.50,2.90,6.11,0.40,0.49,0.20,-0.54,1.64,1.09,0.40,0.02,0.20
0.1440,1.50,2.59,5.18,-0.02,0.08,-0.12,-0.08,1.01,1.40,0.40,0.05,0.22
0.1450,2.12,2.28,5.80,0.31,0.33,-0.01,0.39,0.70,1.40,0.44,0.02,0.25
0.1460,1.66,1.81,4.25,0.12,0.18,-0.10,-0.08,0.70,1.72,0.30,0.08,0.18
0.1470,1.19,2.28,5.80,0.36,0.39,0.18,-0.23,0.86,0.47,0.44,0.11,0.18
0.1480,2.12,1.81,4.56,0.08,0.11,-0.08,-0.08,0.39,1.40,0.44,0.08,0.20
0.1490,1.97,2.43,5.18,0.17,0.30,0.06,-0.23,0.55,1.72,0.49,0.02,0.27
0.1500,1.66,2.43,4.25,0.03,0.11,-0.08,-0.23,0.70,0.78,0.40,-0.02,0.27
0.1510,1.19,2.90,5.18,0.22,0.27,0.04,-0.54,1.32,0.47,0.40,0.08,0.25
0.1520,1.50,2.75,5.80,0.31,0.21,0.06,-0.23,1.48,0.78,0.40,0.08,0.22
0.1530,2.43,2.59,6.42,0.45,0.61,0.18,0.39,1.48,1.09,0.44,0.08,0.22
0.1540,2.43,2.12,5.18,0.03,0.02,0.02,0.24,1.64,1.40,0.40,0.05,0.25
0.1550,2.12,2.28,5.18,0.26,0.27,0.02,0.08,1.17,1.40,0.44,0.05,0.25
0.1560,2.12,2.43,5.49,0.36,0.42,0.06,0.08,0.86,0.78,0.40,-0.02,0.25
0.1570,2.28,1.97,4.87,0.17,0.24,-0.08,-0.08,0.39,2.03,0.35,0.08,0.27
0.1580,1.81,2.12,5.49,0.17,0.27,0.04,-0.39,0.86,1.09,0.40,0.11,0.20
0.1590,1.97,2.59,6.73,0.45,0.39,0.13,-0.70,1.01,1.09,0.35,0.08,0.27
0.1600,1.97,2.43,7.36,0.26,0.52,0.20,-0.23,1.48,0.78,0.40,0.14,0.27
0.1610,1.81,2.12,6.11,0.31,0.21,0.02,-0.08,1.48,1.40,0.44,0.08,0.18
0.1620,2.28,2.75,7.05,0.36,0.49,0.18,0.24,1.79,1.72,0.26,0.08,0.22
0.1630,2.12,2.43,4.87,0.12,0.11,-0.01,0.08,1.32,1.40,0.40,0.05,0.22
0.1640,1.81,2.12,5.49,0.26,0.33,0.02,0.08,1.17,1.40,0.44,0.08,0.25
0.1650,1.66,1.97,3.94,0.12,0.08,-0.12,-0.23,0.70,1.40,0.44,0.05,0.29
0.1660,1.50,2.28,5.18,0.26,0.27,0.09,-0.23,0.86,0.78,0.40,0.11,0.32
0.1670,1.66,2.28,6.11,0.26,0.36,-0.01,-0.54,0.86,0.78,0.44,0.05,0.22
0.1680,2.12,2.12,5.18,0.12,0.24,-0.05,0.08,0.70,0.78,0.40,0.08,0.27
0.1690,2.43,1.81,5.18,0.03,0.18,-0.01,-0.08,1.17,2.03,0.35,0.05,0.25
